Game Name, Month, Day, Year, Num1, Num2, Num3, Num4, Sum It Up
Daily 4 Morning,11,12,2016,5,1,1,4,11,
Daily 4 Morning,11,14,2016,3,6,4,8,21,
Daily 4 Morning,11,15,2016,6,8,8,0,22,
Daily 4 Morning,11,16,2016,9,3,8,5,25,
Daily 4 Morning,11,17,2016,9,6,5,4,24,
Daily 4 Morning,11,18,2016,2,7,5,5,19,
Daily 4 Morning,11,19,2016,1,7,5,8,21,
Daily 4 Morning,11,21,2016,9,4,9,7,29,
Daily 4 Morning,11,22,2016,0,1,8,4,13,
Daily 4 Morning,11,23,2016,0,8,9,0,17,
Daily 4 Morning,11,24,2016,1,6,4,5,16,
Daily 4 Morning,11,25,2016,6,6,5,6,23,
Daily 4 Morning,11,26,2016,3,4,4,8,19,
Daily 4 Morning,11,28,2016,1,9,1,3,14,
Daily 4 Morning,11,29,2016,3,7,0,7,17,
Daily 4 Morning,11,30,2016,9,3,0,4,16,
Daily 4 Morning,12,1,2016,3,0,2,9,14,
Daily 4 Morning,12,2,2016,1,5,7,6,19,
Daily 4 Morning,12,3,2016,7,3,0,2,12,
Daily 4 Morning,12,5,2016,6,5,4,2,17,
Daily 4 Morning,12,6,2016,2,6,0,8,16,
Daily 4 Morning,12,7,2016,7,7,7,1,22,
Daily 4 Morning,12,8,2016,7,1,1,7,16,
Daily 4 Morning,12,9,2016,3,7,4,7,21,
Daily 4 Morning,12,10,2016,7,1,3,0,11,
Daily 4 Morning,12,12,2016,2,8,3,6,19,
Daily 4 Morning,12,13,2016,3,0,2,6,11,
Daily 4 Morning,12,14,2016,3,8,2,3,16,
Daily 4 Morning,12,15,2016,0,2,5,1,8,
Daily 4 Morning,12,16,2016,9,5,3,3,20,
Daily 4 Morning,12,17,2016,5,9,1,7,22,
Daily 4 Morning,12,19,2016,6,9,9,3,27,
Daily 4 Morning,12,20,2016,6,7,9,1,23,
Daily 4 Morning,12,21,2016,0,4,3,5,12,
Daily 4 Morning,12,22,2016,5,6,2,0,13,
Daily 4 Morning,12,23,2016,5,6,5,2,18,
Daily 4 Morning,12,24,2016,3,4,1,6,14,
Daily 4 Morning,12,26,2016,1,3,6,7,17,
Daily 4 Morning,12,27,2016,3,6,1,2,12,
Daily 4 Morning,12,28,2016,0,2,3,2,7,
Daily 4 Morning,12,29,2016,8,0,9,8,25,
Daily 4 Morning,12,30,2016,7,0,1,9,17,
Daily 4 Morning,12,31,2016,6,8,6,9,29,
Daily 4 Morning,1,2,2017,1,1,4,7,13,
Daily 4 Morning,1,3,2017,9,1,2,3,15,
Daily 4 Morning,1,4,2017,6,5,0,6,17,
Daily 4 Morning,1,5,2017,9,2,1,1,13,
Daily 4 Morning,1,6,2017,9,8,8,6,31,
Daily 4 Morning,1,7,2017,3,5,7,1,16,
Daily 4 Morning,1,9,2017,7,6,3,7,23,
Daily 4 Morning,1,10,2017,8,2,5,9,24,
Daily 4 Morning,1,11,2017,8,6,3,8,25,
Daily 4 Morning,1,12,2017,9,0,2,6,17,
Daily 4 Morning,1,13,2017,6,4,5,8,23,
Daily 4 Morning,1,14,2017,6,7,1,1,15,
Daily 4 Morning,1,16,2017,3,1,9,2,15,
Daily 4 Morning,1,17,2017,0,8,8,2,18,
Daily 4 Morning,1,18,2017,1,9,9,1,20,
Daily 4 Morning,1,19,2017,3,3,4,8,18,
Daily 4 Morning,1,20,2017,4,5,1,6,16,
Daily 4 Morning,1,21,2017,1,2,2,4,9,
Daily 4 Morning,1,23,2017,2,5,8,4,19,
Daily 4 Morning,1,24,2017,5,9,9,4,27,
Daily 4 Morning,1,25,2017,0,6,8,6,20,
Daily 4 Morning,1,26,2017,1,7,5,3,16,
Daily 4 Morning,1,27,2017,6,8,1,9,24,
Daily 4 Morning,1,28,2017,7,9,6,5,27,
Daily 4 Morning,1,30,2017,4,2,2,4,12,
Daily 4 Morning,1,31,2017,9,2,8,5,24,
Daily 4 Morning,2,1,2017,7,5,7,4,23,
Daily 4 Morning,2,2,2017,4,2,4,8,18,
Daily 4 Morning,2,3,2017,9,8,4,5,26,
Daily 4 Morning,2,4,2017,4,3,9,7,23,
Daily 4 Morning,2,6,2017,9,7,9,1,26,
Daily 4 Morning,2,7,2017,0,3,6,1,10,
Daily 4 Morning,2,8,2017,0,8,0,7,15,
Daily 4 Morning,2,9,2017,3,7,9,6,25,
Daily 4 Morning,2,10,2017,5,0,3,2,10,
Daily 4 Morning,2,11,2017,8,4,8,6,26,
Daily 4 Morning,2,13,2017,7,0,8,8,23,
Daily 4 Morning,2,14,2017,1,1,0,2,4,
Daily 4 Morning,2,15,2017,2,7,2,5,16,
Daily 4 Morning,2,16,2017,7,2,4,1,14,
Daily 4 Morning,2,17,2017,3,3,3,2,11,
Daily 4 Morning,2,18,2017,1,6,7,0,14,
Daily 4 Morning,2,20,2017,2,1,4,9,16,
Daily 4 Morning,2,21,2017,9,1,8,1,19,
Daily 4 Morning,2,22,2017,2,0,8,3,13,
Daily 4 Morning,2,23,2017,2,0,5,6,13,
Daily 4 Morning,2,24,2017,1,6,6,7,20,
Daily 4 Morning,2,25,2017,9,5,1,7,22,
Daily 4 Morning,2,27,2017,9,4,6,4,23,
Daily 4 Morning,2,28,2017,6,4,1,9,20,
Daily 4 Morning,3,1,2017,5,0,8,6,19,
Daily 4 Morning,3,2,2017,0,7,9,0,16,
Daily 4 Morning,3,3,2017,0,0,7,8,15,
Daily 4 Morning,3,4,2017,8,6,6,5,25,
Daily 4 Morning,3,6,2017,6,7,0,6,19,
Daily 4 Morning,3,7,2017,6,0,1,0,7,
Daily 4 Morning,3,8,2017,9,8,4,1,22,
Daily 4 Morning,3,9,2017,3,7,4,5,19,
Daily 4 Morning,3,10,2017,4,9,1,2,16,
Daily 4 Morning,3,11,2017,6,7,4,3,20,
Daily 4 Morning,3,13,2017,4,7,1,0,12,
Daily 4 Morning,3,14,2017,5,3,4,3,15,
Daily 4 Morning,3,15,2017,7,6,3,2,18,
Daily 4 Morning,3,16,2017,3,1,7,4,15,
Daily 4 Morning,3,17,2017,4,7,0,1,12,
Daily 4 Morning,3,18,2017,8,4,9,2,23,
Daily 4 Morning,3,20,2017,5,8,8,1,22,
Daily 4 Morning,3,21,2017,6,9,0,9,24,
Daily 4 Morning,3,22,2017,0,3,6,0,9,
Daily 4 Morning,3,23,2017,2,9,2,1,14,
Daily 4 Morning,3,24,2017,9,4,1,9,23,
Daily 4 Morning,3,25,2017,3,1,7,6,17,
Daily 4 Morning,3,27,2017,4,0,7,6,17,
Daily 4 Morning,3,28,2017,6,9,8,3,26,
Daily 4 Morning,3,29,2017,2,7,7,7,23,
Daily 4 Morning,3,30,2017,4,9,4,3,20,
Daily 4 Morning,3,31,2017,3,1,0,0,4,
Daily 4 Morning,4,1,2017,0,9,2,9,20,
Daily 4 Morning,4,3,2017,0,7,5,5,17,
Daily 4 Morning,4,4,2017,3,1,3,4,11,
Daily 4 Morning,4,5,2017,9,0,3,2,14,
Daily 4 Morning,4,6,2017,8,8,3,3,22,
Daily 4 Morning,4,7,2017,4,4,2,6,16,
Daily 4 Morning,4,8,2017,4,7,1,8,20,
Daily 4 Morning,4,10,2017,5,1,7,6,19,
Daily 4 Morning,4,11,2017,7,8,3,3,21,
Daily 4 Morning,4,12,2017,6,5,9,6,26,
Daily 4 Morning,4,13,2017,7,9,3,5,24,
Daily 4 Morning,4,14,2017,4,0,9,1,14,
Daily 4 Morning,4,15,2017,7,7,1,3,18,
Daily 4 Morning,4,17,2017,0,3,3,2,8,
Daily 4 Morning,4,18,2017,5,1,3,3,12,
Daily 4 Morning,4,19,2017,4,0,9,1,14,
Daily 4 Morning,4,20,2017,6,3,6,4,19,
Daily 4 Morning,4,21,2017,8,2,8,6,24,
Daily 4 Morning,4,22,2017,6,9,6,4,25,
Daily 4 Morning,4,24,2017,7,3,0,2,12,
Daily 4 Morning,4,25,2017,5,8,4,4,21,
Daily 4 Morning,4,26,2017,4,0,9,6,19,
Daily 4 Morning,4,27,2017,8,7,7,7,29,
Daily 4 Morning,4,28,2017,6,8,1,8,23,
Daily 4 Morning,4,29,2017,1,1,4,7,13,
Daily 4 Morning,5,1,2017,1,4,8,0,13,
Daily 4 Morning,5,2,2017,9,0,2,6,17,
Daily 4 Morning,5,3,2017,7,6,5,5,23,
Daily 4 Morning,5,4,2017,5,4,8,3,20,
Daily 4 Morning,5,5,2017,2,3,9,1,15,
Daily 4 Morning,5,6,2017,0,0,4,5,9,
Daily 4 Morning,5,8,2017,7,5,3,4,19,
Daily 4 Morning,5,9,2017,5,8,4,0,17,
Daily 4 Morning,5,10,2017,6,4,4,4,18,
Daily 4 Morning,5,11,2017,8,3,2,4,17,
Daily 4 Morning,5,12,2017,5,2,0,3,10,
Daily 4 Morning,5,13,2017,1,3,2,9,15,
Daily 4 Morning,5,15,2017,9,5,0,9,23,
Daily 4 Morning,5,16,2017,3,3,3,3,12,
Daily 4 Morning,5,17,2017,1,3,6,5,15,
Daily 4 Morning,5,18,2017,3,2,2,0,7,
Daily 4 Morning,5,19,2017,9,4,0,8,21,
Daily 4 Morning,5,20,2017,0,0,6,0,6,
Daily 4 Morning,5,22,2017,5,3,4,5,17,
Daily 4 Morning,5,23,2017,6,7,1,6,20,
Daily 4 Morning,5,24,2017,6,0,7,1,14,
Daily 4 Morning,5,25,2017,6,5,3,1,15,
Daily 4 Morning,5,26,2017,9,7,6,4,26,
Daily 4 Morning,5,27,2017,7,5,7,9,28,
Daily 4 Morning,5,29,2017,0,5,4,8,17,
Daily 4 Morning,5,30,2017,6,2,7,5,20,
Daily 4 Morning,5,31,2017,8,3,7,8,26,
Daily 4 Morning,6,1,2017,8,8,7,6,29,
Daily 4 Morning,6,2,2017,9,2,6,1,18,
Daily 4 Morning,6,3,2017,4,9,4,7,24,
Daily 4 Morning,6,5,2017,8,5,1,8,22,
Daily 4 Morning,6,6,2017,8,8,3,0,19,
Daily 4 Morning,6,7,2017,2,5,6,7,20,
Daily 4 Morning,6,8,2017,3,2,4,5,14,
Daily 4 Morning,6,9,2017,6,4,1,6,17,
Daily 4 Morning,6,10,2017,3,9,9,6,27,
Daily 4 Morning,6,12,2017,5,2,0,2,9,
Daily 4 Morning,6,13,2017,4,0,9,9,22,
Daily 4 Morning,6,14,2017,1,5,4,5,15,
Daily 4 Morning,6,15,2017,3,0,3,1,7,
Daily 4 Morning,6,16,2017,6,9,7,8,30,
Daily 4 Morning,6,17,2017,1,0,5,5,11,
Daily 4 Morning,6,19,2017,1,0,5,1,7,
Daily 4 Morning,6,20,2017,4,1,4,3,12,
Daily 4 Morning,6,21,2017,4,3,4,1,12,
Daily 4 Morning,6,22,2017,4,6,9,8,27,
Daily 4 Morning,6,23,2017,6,8,1,7,22,
Daily 4 Morning,6,24,2017,9,4,7,0,20,
Daily 4 Morning,6,26,2017,0,7,1,6,14,
Daily 4 Morning,6,27,2017,3,5,3,5,16,
Daily 4 Morning,6,28,2017,2,8,6,2,18,
Daily 4 Morning,6,29,2017,0,2,6,3,11,
Daily 4 Morning,6,30,2017,4,5,4,1,14,
Daily 4 Morning,7,1,2017,7,5,1,3,16,
Daily 4 Morning,7,3,2017,4,8,7,3,22,
Daily 4 Morning,7,4,2017,8,3,7,3,21,
Daily 4 Morning,7,5,2017,0,4,3,8,15,
Daily 4 Morning,7,6,2017,7,5,5,5,22,
Daily 4 Morning,7,7,2017,8,8,9,0,25,
Daily 4 Morning,7,8,2017,1,1,2,9,13,
Daily 4 Morning,7,10,2017,0,0,7,2,9,
Daily 4 Morning,7,11,2017,0,9,7,5,21,
Daily 4 Morning,7,12,2017,4,8,4,7,23,
Daily 4 Morning,7,13,2017,0,2,2,8,12,
Daily 4 Morning,7,14,2017,2,8,7,2,19,
Daily 4 Morning,7,15,2017,5,9,3,4,21,
Daily 4 Morning,7,17,2017,5,1,9,9,24,
Daily 4 Morning,7,18,2017,3,4,5,7,19,
Daily 4 Morning,7,19,2017,9,6,6,1,22,
Daily 4 Morning,7,20,2017,3,2,8,6,19,
Daily 4 Morning,7,21,2017,0,9,7,6,22,
Daily 4 Morning,7,22,2017,2,8,7,8,25,
Daily 4 Morning,7,24,2017,6,3,3,7,19,
Daily 4 Morning,7,25,2017,8,4,6,2,20,
Daily 4 Morning,7,26,2017,1,6,9,3,19,
Daily 4 Morning,7,27,2017,9,1,0,6,16,
Daily 4 Morning,7,28,2017,3,0,6,3,12,
Daily 4 Morning,7,29,2017,5,4,2,0,11,
Daily 4 Morning,7,31,2017,7,7,5,5,24,
Daily 4 Morning,8,1,2017,3,0,4,6,13,
Daily 4 Morning,8,2,2017,4,0,3,5,12,
Daily 4 Morning,8,3,2017,9,1,8,9,27,
Daily 4 Morning,8,4,2017,8,0,4,0,12,
Daily 4 Morning,8,5,2017,1,4,0,9,14,
Daily 4 Morning,8,7,2017,6,5,3,4,18,
Daily 4 Morning,8,8,2017,6,1,8,4,19,
Daily 4 Morning,8,9,2017,1,7,6,3,17,
Daily 4 Morning,8,10,2017,2,9,2,5,18,
Daily 4 Morning,8,11,2017,5,1,2,2,10,
Daily 4 Morning,8,12,2017,6,4,5,1,16,
Daily 4 Morning,8,14,2017,9,0,8,9,26,
Daily 4 Morning,8,15,2017,6,8,1,0,15,
Daily 4 Morning,8,16,2017,0,5,5,3,13,
Daily 4 Morning,8,17,2017,7,3,2,7,19,
Daily 4 Morning,8,18,2017,0,7,3,0,10,
Daily 4 Morning,8,19,2017,9,3,9,8,29,
Daily 4 Morning,8,21,2017,7,2,4,8,21,
Daily 4 Morning,8,22,2017,4,4,2,7,17,
Daily 4 Morning,8,23,2017,9,5,4,2,20,
Daily 4 Morning,8,24,2017,8,7,0,3,18,
Daily 4 Morning,8,25,2017,1,6,3,5,15,
Daily 4 Morning,8,26,2017,8,1,9,8,26,
Daily 4 Morning,8,28,2017,9,7,8,1,25,
Daily 4 Morning,8,29,2017,1,2,8,6,17,
Daily 4 Morning,8,30,2017,6,6,2,9,23,
Daily 4 Morning,8,31,2017,9,2,8,9,28,
Daily 4 Morning,9,1,2017,6,5,7,7,25,
Daily 4 Morning,9,2,2017,3,9,1,6,19,
Daily 4 Morning,9,4,2017,8,3,7,1,19,
Daily 4 Morning,9,5,2017,2,1,9,9,21,
Daily 4 Morning,9,6,2017,0,5,7,9,21,
Daily 4 Morning,9,7,2017,0,3,4,6,13,
Daily 4 Morning,9,8,2017,5,5,1,3,14,
Daily 4 Morning,9,9,2017,8,4,7,4,23,
Daily 4 Morning,9,11,2017,9,5,2,4,20,
Daily 4 Morning,9,12,2017,3,3,0,2,8,
Daily 4 Morning,9,13,2017,1,1,1,1,4,
Daily 4 Morning,9,14,2017,0,3,0,1,4,
Daily 4 Morning,9,15,2017,4,9,2,4,19,
Daily 4 Morning,9,16,2017,1,0,8,6,15,
Daily 4 Morning,9,18,2017,5,8,3,6,22,
Daily 4 Morning,9,19,2017,0,5,0,9,14,
Daily 4 Morning,9,20,2017,9,5,1,1,16,
Daily 4 Morning,9,21,2017,6,6,0,0,12,
Daily 4 Morning,9,22,2017,7,5,7,8,27,
Daily 4 Morning,9,23,2017,6,8,1,1,16,
Daily 4 Morning,9,25,2017,6,8,6,4,24,
Daily 4 Morning,9,26,2017,6,4,2,3,15,
Daily 4 Morning,9,27,2017,8,7,7,6,28,
Daily 4 Morning,9,28,2017,8,2,8,2,20,
Daily 4 Morning,9,29,2017,1,6,4,1,12,
Daily 4 Morning,9,30,2017,4,0,6,1,11,
Daily 4 Morning,10,2,2017,9,5,9,6,29,
Daily 4 Morning,10,3,2017,6,3,4,6,19,
Daily 4 Morning,10,4,2017,3,5,9,2,19,
Daily 4 Morning,10,5,2017,2,3,4,5,14,
Daily 4 Morning,10,6,2017,5,3,7,8,23,
Daily 4 Morning,10,7,2017,3,8,6,7,24,
Daily 4 Morning,10,9,2017,2,2,4,1,9,
Daily 4 Morning,10,10,2017,8,2,8,0,18,
Daily 4 Morning,10,11,2017,3,2,1,4,10,
Daily 4 Morning,10,12,2017,4,6,5,3,18,
Daily 4 Morning,10,13,2017,3,4,0,9,16,
Daily 4 Morning,10,14,2017,3,9,2,2,16,
Daily 4 Morning,10,16,2017,3,4,2,2,11,
Daily 4 Morning,10,17,2017,0,4,7,7,18,
Daily 4 Morning,10,18,2017,9,2,5,5,21,
Daily 4 Morning,10,19,2017,5,0,7,5,17,
Daily 4 Morning,10,20,2017,1,7,6,9,23,
Daily 4 Morning,10,21,2017,0,7,8,1,16,
Daily 4 Morning,10,23,2017,7,8,9,3,27,
Daily 4 Morning,10,24,2017,1,3,7,2,13,
Daily 4 Morning,10,25,2017,0,6,8,7,21,
Daily 4 Morning,10,26,2017,6,0,6,7,19,
Daily 4 Morning,10,27,2017,6,6,9,2,23,
Daily 4 Morning,10,28,2017,4,2,9,4,19,
Daily 4 Morning,10,30,2017,4,6,8,4,22,
Daily 4 Morning,10,31,2017,0,5,1,2,8,
Daily 4 Morning,11,1,2017,4,9,0,2,15,
Daily 4 Morning,11,2,2017,1,1,8,6,16,
Daily 4 Morning,11,3,2017,3,5,1,2,11,
Daily 4 Morning,11,4,2017,5,9,0,8,22,
Daily 4 Morning,11,6,2017,5,8,0,4,17,
Daily 4 Morning,11,7,2017,0,9,5,4,18,
Daily 4 Morning,11,8,2017,5,0,5,6,16,
Daily 4 Morning,11,9,2017,5,4,3,8,20,
Daily 4 Morning,11,10,2017,6,3,5,7,21,
Daily 4 Morning,11,11,2017,3,4,8,4,19,
Daily 4 Morning,11,13,2017,0,3,4,0,7,
Daily 4 Morning,11,14,2017,0,1,0,6,7,
Daily 4 Morning,11,15,2017,1,7,7,2,17,
Daily 4 Morning,11,16,2017,0,6,6,7,19,
Daily 4 Morning,11,17,2017,2,1,6,7,16,
Daily 4 Morning,11,18,2017,7,0,3,9,19,
Daily 4 Morning,11,20,2017,4,5,2,0,11,
Daily 4 Morning,11,21,2017,8,1,6,1,16,
Daily 4 Morning,11,22,2017,0,9,8,5,22,
Daily 4 Morning,11,23,2017,6,8,7,3,24,
Daily 4 Morning,11,24,2017,7,6,4,6,23,
Daily 4 Morning,11,25,2017,0,8,4,6,18,
Daily 4 Morning,11,27,2017,8,2,4,2,16,
Daily 4 Morning,11,28,2017,7,8,5,0,20,
Daily 4 Morning,11,29,2017,8,5,0,1,14,
Daily 4 Morning,11,30,2017,3,4,6,0,13,
Daily 4 Morning,12,1,2017,0,7,5,8,20,
Daily 4 Morning,12,2,2017,2,9,0,2,13,
Daily 4 Morning,12,4,2017,9,1,2,8,20,
Daily 4 Morning,12,5,2017,9,8,0,0,17,
Daily 4 Morning,12,6,2017,0,6,1,0,7,
Daily 4 Morning,12,7,2017,2,8,6,4,20,
Daily 4 Morning,12,8,2017,8,6,0,3,17,
Daily 4 Morning,12,9,2017,6,5,7,8,26,
Daily 4 Morning,12,11,2017,9,7,9,4,29,
Daily 4 Morning,12,12,2017,7,3,6,3,19,
Daily 4 Morning,12,13,2017,6,9,7,3,25,
Daily 4 Morning,12,14,2017,5,4,3,1,13,
Daily 4 Morning,12,15,2017,5,2,1,0,8,
Daily 4 Morning,12,16,2017,7,6,5,9,27,
Daily 4 Morning,12,18,2017,5,2,0,1,8,
Daily 4 Morning,12,19,2017,1,5,5,1,12,
Daily 4 Morning,12,20,2017,0,8,9,9,26,
Daily 4 Morning,12,21,2017,0,9,2,5,16,
Daily 4 Morning,12,22,2017,8,1,3,4,16,
Daily 4 Morning,12,23,2017,1,5,5,0,11,
Daily 4 Morning,12,25,2017,5,2,1,3,11,
Daily 4 Morning,12,26,2017,2,2,4,8,16,
Daily 4 Morning,12,27,2017,5,1,8,7,21,
Daily 4 Morning,12,28,2017,7,3,4,7,21,
Daily 4 Morning,12,29,2017,3,0,5,4,12,
Daily 4 Morning,12,30,2017,9,3,9,9,30,
Daily 4 Morning,1,1,2018,9,4,6,6,25,
Daily 4 Morning,1,2,2018,9,5,8,4,26,
Daily 4 Morning,1,3,2018,6,4,0,9,19,
Daily 4 Morning,1,4,2018,8,9,3,9,29,
Daily 4 Morning,1,5,2018,2,5,6,0,13,
Daily 4 Morning,1,6,2018,6,6,8,1,21,
Daily 4 Morning,1,8,2018,7,9,1,3,20,
Daily 4 Morning,1,9,2018,8,8,4,1,21,
Daily 4 Morning,1,10,2018,9,4,9,5,27,
Daily 4 Morning,1,11,2018,1,3,1,1,6,
Daily 4 Morning,1,12,2018,2,6,3,2,13,
Daily 4 Morning,1,13,2018,3,3,4,6,16,
Daily 4 Morning,1,15,2018,5,4,0,3,12,
Daily 4 Morning,1,16,2018,3,1,2,2,8,
Daily 4 Morning,1,17,2018,5,3,4,5,17,
Daily 4 Morning,1,18,2018,4,5,7,6,22,
Daily 4 Morning,1,19,2018,4,7,6,9,26,
Daily 4 Morning,1,20,2018,6,8,5,8,27,
Daily 4 Morning,1,22,2018,8,6,6,9,29,
Daily 4 Morning,1,23,2018,8,0,6,1,15,
Daily 4 Morning,1,24,2018,4,7,2,2,15,
Daily 4 Morning,1,25,2018,9,0,5,3,17,
Daily 4 Morning,1,26,2018,0,2,6,7,15,
Daily 4 Morning,1,27,2018,2,0,0,0,2,
Daily 4 Morning,1,29,2018,6,4,3,9,22,
Daily 4 Morning,1,30,2018,2,1,8,3,14,
Daily 4 Morning,1,31,2018,3,5,6,3,17,
Daily 4 Morning,2,1,2018,4,0,8,9,21,
Daily 4 Morning,2,2,2018,0,3,7,7,17,
Daily 4 Morning,2,3,2018,6,0,3,6,15,
Daily 4 Morning,2,5,2018,5,7,0,8,20,
Daily 4 Morning,2,6,2018,0,5,5,6,16,
Daily 4 Morning,2,7,2018,0,5,7,6,18,
Daily 4 Morning,2,8,2018,6,3,7,9,25,
Daily 4 Morning,2,9,2018,8,4,6,0,18,
Daily 4 Morning,2,10,2018,5,7,2,6,20,
Daily 4 Morning,2,12,2018,1,2,4,1,8,
Daily 4 Morning,2,13,2018,2,0,5,0,7,
Daily 4 Morning,2,14,2018,3,5,7,8,23,
Daily 4 Morning,2,15,2018,4,2,2,5,13,
Daily 4 Morning,2,16,2018,7,5,6,4,22,
Daily 4 Morning,2,17,2018,7,5,4,6,22,
Daily 4 Morning,2,19,2018,6,0,3,0,9,
Daily 4 Morning,2,20,2018,2,7,8,5,22,
Daily 4 Morning,2,21,2018,3,5,1,7,16,
Daily 4 Morning,2,22,2018,5,2,1,1,9,
Daily 4 Morning,2,23,2018,7,8,6,8,29,
Daily 4 Morning,2,24,2018,0,3,5,8,16,
Daily 4 Morning,2,26,2018,8,2,0,6,16,
Daily 4 Morning,2,27,2018,6,2,2,2,12,
Daily 4 Morning,2,28,2018,9,5,1,8,23,
Daily 4 Morning,3,1,2018,1,8,5,7,21,
Daily 4 Morning,3,2,2018,4,5,2,3,14,
Daily 4 Morning,3,3,2018,6,2,0,3,11,
Daily 4 Morning,3,5,2018,3,6,1,2,12,
Daily 4 Morning,3,6,2018,8,9,2,7,26,
Daily 4 Morning,3,7,2018,1,2,7,0,10,
Daily 4 Morning,3,8,2018,9,4,1,6,20,
Daily 4 Morning,3,9,2018,8,7,8,2,25,
Daily 4 Morning,3,10,2018,4,4,8,4,20,
Daily 4 Morning,3,12,2018,7,0,3,2,12,
Daily 4 Morning,3,13,2018,5,4,0,1,10,
Daily 4 Morning,3,14,2018,3,1,4,2,10,
Daily 4 Morning,3,15,2018,8,3,3,5,19,
Daily 4 Morning,3,16,2018,5,0,1,0,6,
Daily 4 Morning,3,17,2018,0,3,4,8,15,
Daily 4 Morning,3,19,2018,0,0,4,1,5,
Daily 4 Morning,3,20,2018,4,3,6,6,19,
Daily 4 Morning,3,21,2018,6,3,8,1,18,
Daily 4 Morning,3,22,2018,2,4,3,3,12,
Daily 4 Morning,3,23,2018,6,5,0,0,11,
Daily 4 Morning,3,24,2018,4,6,4,5,19,
Daily 4 Morning,3,26,2018,9,2,3,1,15,
Daily 4 Morning,3,27,2018,0,2,4,6,12,
Daily 4 Morning,3,28,2018,2,0,6,1,9,
Daily 4 Morning,3,29,2018,5,9,5,3,22,
Daily 4 Morning,3,30,2018,8,6,2,8,24,
Daily 4 Morning,3,31,2018,2,9,0,6,17,
Daily 4 Morning,4,2,2018,1,5,4,8,18,
Daily 4 Morning,4,3,2018,7,9,5,6,27,
Daily 4 Morning,4,4,2018,6,7,4,3,20,
Daily 4 Morning,4,5,2018,9,5,6,0,20,
Daily 4 Morning,4,6,2018,7,2,0,5,14,
Daily 4 Morning,4,7,2018,9,7,7,0,23,
Daily 4 Morning,4,9,2018,0,2,4,8,14,
Daily 4 Morning,4,10,2018,6,9,1,5,21,
Daily 4 Morning,4,11,2018,5,1,0,8,14,
Daily 4 Morning,4,12,2018,6,9,1,8,24,
Daily 4 Morning,4,13,2018,6,6,7,2,21,
Daily 4 Morning,4,14,2018,5,9,7,0,21,
Daily 4 Morning,4,16,2018,4,7,9,9,29,
Daily 4 Morning,4,17,2018,2,4,6,3,15,
Daily 4 Morning,4,18,2018,0,5,7,9,21,
Daily 4 Morning,4,19,2018,6,2,8,8,24,
Daily 4 Morning,4,20,2018,2,1,4,7,14,
Daily 4 Morning,4,21,2018,5,4,7,1,17,
Daily 4 Morning,4,23,2018,5,4,5,9,23,
Daily 4 Morning,4,24,2018,9,2,3,1,15,
Daily 4 Morning,4,25,2018,7,2,6,4,19,
Daily 4 Morning,4,26,2018,9,3,2,6,20,
Daily 4 Morning,4,27,2018,7,6,7,2,22,
Daily 4 Morning,4,28,2018,7,5,3,3,18,
Daily 4 Morning,4,30,2018,9,7,5,8,29,
Daily 4 Morning,5,1,2018,5,5,4,1,15,
Daily 4 Morning,5,2,2018,9,9,9,8,35,
Daily 4 Morning,5,3,2018,0,3,2,8,13,
Daily 4 Morning,5,4,2018,8,6,7,0,21,
Daily 4 Morning,5,5,2018,8,3,7,8,26,
Daily 4 Morning,5,7,2018,9,6,3,4,22,
Daily 4 Morning,5,8,2018,3,9,9,6,27,
Daily 4 Morning,5,9,2018,5,0,0,5,10,
Daily 4 Morning,5,10,2018,9,9,6,6,30,
Daily 4 Morning,5,11,2018,9,3,0,9,21,
Daily 4 Morning,5,12,2018,4,4,4,5,17,
Daily 4 Morning,5,14,2018,1,0,2,7,10,
Daily 4 Morning,5,15,2018,9,7,0,6,22,
Daily 4 Morning,5,16,2018,1,8,5,4,18,
Daily 4 Morning,5,17,2018,8,6,5,3,22,
Daily 4 Morning,5,18,2018,8,5,7,2,22,
Daily 4 Morning,5,19,2018,0,3,2,9,14,
Daily 4 Morning,5,21,2018,7,6,1,4,18,
Daily 4 Morning,5,22,2018,4,1,7,6,18,
Daily 4 Morning,5,23,2018,6,0,2,2,10,
Daily 4 Morning,5,24,2018,0,2,6,3,11,
Daily 4 Morning,5,25,2018,6,5,0,2,13,
Daily 4 Morning,5,26,2018,5,8,6,1,20,
Daily 4 Morning,5,28,2018,1,5,3,4,13,
Daily 4 Morning,5,29,2018,8,5,9,0,22,
Daily 4 Morning,5,30,2018,0,0,2,4,6,
Daily 4 Morning,5,31,2018,8,8,6,5,27,
Daily 4 Morning,6,1,2018,9,9,2,3,23,
Daily 4 Morning,6,2,2018,3,6,8,9,26,
Daily 4 Morning,6,4,2018,0,7,3,1,11,
Daily 4 Morning,6,5,2018,1,2,1,0,4,
Daily 4 Morning,6,6,2018,2,7,3,4,16,
Daily 4 Morning,6,7,2018,1,1,1,6,9,
Daily 4 Morning,6,8,2018,6,8,0,7,21,
Daily 4 Morning,6,9,2018,2,9,0,4,15,
Daily 4 Morning,6,11,2018,2,9,1,8,20,
Daily 4 Morning,6,12,2018,0,0,3,6,9,
Daily 4 Morning,6,13,2018,6,3,7,9,25,
Daily 4 Morning,6,14,2018,8,8,2,7,25,
Daily 4 Morning,6,15,2018,6,4,1,6,17,
